"Name","filter_size","test/accuracy","test/classification_loss","test/reconstruction_loss","test/total_loss"
"celestial-sweep-2","[16,32]","89.65833333333333","0.2840610917607943","0.017709560049076874","0.09761502294739088"
"lemon-sweep-3","[16,32,64]","88.60833333333333","0.3080664453903834","0.02397302109499773","0.10920105134447416"
"sweet-sweep-1","[16]","87.86666666666666","0.3178211927165588","0.015983638636767866","0.1065349086423715"
